disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,27.770388,,,0.0,,,,,25.1,,,0.0,2.23927201,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4598.0,,,0.0,0.71,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m56.25s,177.2343917,+02d48m27.23s,2.8075643,252.383,1.704,-1.682,13.595,0.16,-0.16,10.941,0.019,-0.019,13.2049,0.000291,-0.000291,2015-12-05,2016-01,2015-12-05
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,27.77045,8e-05,-8e-05,0.0,,,,,32.79,9.01,-9.01,0.0,2.925,0.804,-0.804,0.0,,,,,,,,,,,,,,,,,,441.0,42.0,-42.0,0.0,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5086.0,24.0,-26.0,0.0,8.15,0.32,-0.23,0.0,,,,,-0.17,0.01,-0.01,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m56.25s,177.2343917,+02d48m27.23s,2.8075643,252.383,1.704,-1.682,13.595,0.16,-0.16,10.941,0.019,-0.019,13.2049,0.000291,-0.000291,2015-12-05,2015-08,2015-12-05
CONFIRMED,Heller et al. 2019,1.0,3.0,Transit,2019.0,K2,Published Confirmed,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.71578,0.00031,-0.00031,0.0,,,,,1.03,0.085,-0.086,0.0,0.09189045,0.00758319,-0.00767241,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.67,0.03,-0.04,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.967,4.1785,-4.1785,14.668,0.137,-0.137,12.087,0.023,-0.023,14.3234,0.000359,-0.000359,2019-06-03,2019-07,2019-06-13
CONFIRMED,del Ser &amp; Fors 2020,1.0,1.0,Transit,2020.0,K2,Published Confirmed,0.0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2.0478,0.0001,-0.0001,0.0,0.0296,0.0005,-0.0005,0.0,0.90819,0.05861,-0.06401,0.0,0.08102328,0.00522883,-0.00571059,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,4520.0,108.0,-54.0,0.0,0.655,0.041,-0.045,0.0,0.727,0.044,-0.053,0.0,-0.003,0.12,-0.3,0.0,[Fe/H],4.659,0.035,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,,,14.974,0.137,-0.137,12.149,0.026,-0.026,,,,2020-11-13,2020-08,2020-11-19
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,27.27048734,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5990.87,151.33,-140.75,0.0,2.564,0.182111,-0.121357,0.0,1.1,0.143926,-0.138371,0.0,-0.5519,0.0074,-0.0074,0.0,[M/H],3.66162,0.089502,-0.082592,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,168.5427766,+04d59m17.22s,4.9881156,499.583,13.462,-12.786,11.505,0.017,-0.017,9.802,0.021,-0.021,11.1348,0.001173,-0.001173,2016-12-21,2016-10,2016-12-21
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,27.242808,7.1e-05,-7.4e-05,0.0,,,,,93.0,19.0,-48.0,0.0,8.3,1.7,-4.3,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,2.54,0.12,-0.15,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,168.5427766,+04d59m17.22s,4.9881156,499.583,13.462,-12.786,11.505,0.017,-0.017,9.802,0.021,-0.021,11.1348,0.001173,-0.001173,2019-09-05,2019-09,2019-09-05
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,27.24273,0.00012,-0.00012,0.0,,,,,31.73,5.25,-5.25,0.0,2.831,0.468,-0.468,0.0,,,,,,,,,,,,,,,,,,707.0,34.0,-34.0,0.0,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,6166.0,30.0,-51.0,0.0,0.92,0.2,-0.07,0.0,,,,,-0.54,0.07,-0.12,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,168.5427766,+04d59m17.22s,4.9881156,499.583,13.462,-12.786,11.505,0.017,-0.017,9.802,0.021,-0.021,11.1348,0.001173,-0.001173,2015-12-05,2015-08,2015-12-05
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,27.242912,,,0.0,,,,,18.8,,,0.0,1.67722366,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5547.0,,,0.0,0.9,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m10.27s,168.5427766,+04d59m17.22s,4.9881156,499.583,13.462,-12.786,11.505,0.017,-0.017,9.802,0.021,-0.021,11.1348,0.001173,-0.001173,2015-12-05,2016-01,2015-12-05
CONFIRMED,Heller et al. 2019,1.0,2.0,Transit,2019.0,K2,Published Confirmed,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.96151,0.00046,-0.00051,0.0,,,,,1.0,0.12,-0.11,0.0,0.08921402,0.01070568,-0.00981354,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.611,0.056,-0.056,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,257.443,3.239,-3.239,14.705,0.16,-0.16,11.664,0.023,-0.023,14.2575,0.000513,-0.000513,2019-06-03,2019-07,2019-06-13
CONFIRMED,Heller et al. 2019,1.0,2.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.96165,0.00035,-0.00034,0.0,,,,,1.48,0.14,-0.21,0.0,0.132,0.012,-0.019,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.634,0.039,-0.045,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,257.443,3.239,-3.239,14.705,0.16,-0.16,11.664,0.023,-0.023,14.2575,0.000513,-0.000513,2019-09-05,2019-09,2019-09-05
CONFIRMED,Heller et al. 2019,1.0,1.0,Transit,2019.0,K2,Published Confirmed,0.0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,4.1698,0.0001,-0.0001,0.0,0.035,0.0009,-0.001,0.0,1.04,0.037,-0.032,0.0,0.09278259,0.00330092,-0.00285485,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053.0,103.0,-166.0,0.0,0.628461,0.04342,-0.024858,0.0,0.802,0.081,-0.163,0.0,0.0,,,0.0,[Fe/H],4.595,0.05,-2.86,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,8.178001,-7.888,14.983,0.114,-0.114,12.454,0.03,-0.03,14.5885,0.00051,-0.00051,2020-11-13,2020-08,2020-11-19
CONFIRMED,Heller et al. 2019,1.0,1.0,Transit,2019.0,K2,Published Confirmed,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.16959,0.00051,-0.00053,0.0,,,,,1.1,0.14,-0.12,0.0,0.09813543,0.01248996,-0.01070568,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.802,0.081,-0.163,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,8.178001,-7.888,14.983,0.114,-0.114,12.454,0.03,-0.03,14.5885,0.00051,-0.00051,2020-11-13,2019-07,2019-06-13
CONFIRMED,Heller et al. 2019,1.0,1.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.16888,0.0005,-0.00056,0.0,,,,,1.41,0.15,-0.34,0.0,0.126,0.013,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.628,0.025,-0.043,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,8.178001,-7.888,14.983,0.114,-0.114,12.454,0.03,-0.03,14.5885,0.00051,-0.00051,2019-09-05,2019-09,2019-09-05
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.19478,0.00027,-0.00027,0.0,,,,,1.65,0.15,-0.15,0.0,0.147,0.013,-0.013,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3671.0,118.0,-118.0,0.0,0.235,0.021,-0.021,0.0,,,,,,,,,,5.053,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h23m34.35s,170.8931433,+07d56m04.57s,7.9346019,303.404,10.124,-10.124,18.19,0.2,-0.2,13.124,0.041,-0.041,16.6373,0.001192,-0.001192,2016-07-18,2016-09,2016-07-18
FALSE POSITIVE,Montet et al. 2015,1.0,0.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,4786.0,48.0,-53.0,0.0,0.7,0.04,-0.08,0.0,,,,,-0.16,0.22,-0.34,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h38m37.67s,174.6569397,+07d57m34.43s,7.9595633,2140.25,194.36,-194.36,13.36,0.092,-0.092,10.798,0.021,-0.021,13.0277,0.002001,-0.002001,2015-12-05,2015-08,2015-12-05
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.5771832,,,0.0,,,,,33.4,,,0.0,2.97974842,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,8210.0,,,0.0,1.94,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m44.23s,99.184275,+21d39m05.64s,21.651567,273.796,,,8.718,0.003,-0.003,8.422,0.017,-0.017,,,,2015-12-05,2016-01,2015-12-05
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.57753,0.00023,-0.00023,0.0,,,,,26.0,13.0,-13.0,0.0,2.3,1.2,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,7747.0,428.0,-428.0,0.0,1.93,0.39,-0.39,0.0,,,,,,,,,,4.08,0.14,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h36m44.23s,99.184275,+21d39m05.64s,21.651567,273.796,,,8.718,0.003,-0.003,8.422,0.017,-0.017,,,,2016-07-18,2016-09,2016-07-18
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,23.7782,0.0043,-0.0043,0.0,,,,,98.0,69.0,-69.0,0.0,8.7,6.2,-6.2,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,7498.0,152.0,-152.0,0.0,2.09,0.42,-0.42,0.0,,,,,,,,,,4.03,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h31m05.92s,97.7746683,+17d42m04.28s,17.7011893,401.292,11.075,-10.506,10.411,0.009,-0.009,9.856,0.018,-0.018,10.4274,0.000617,-0.000617,2016-07-18,2016-09,2016-07-18
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,12.86772,0.00044,-0.00044,0.0,,,,,71.0,49.0,-49.0,0.0,6.3,4.4,-4.4,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6861.0,321.0,-321.0,0.0,1.79,0.47,-0.47,0.0,,,,,,,,,,4.11,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507,760.324,19.51,-18.573,13.12,0.092,-0.092,11.629,0.026,-0.026,12.9556,0.00063,-0.00063,2016-07-18,2016-09,2016-07-18
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,12.866412,7.8e-05,-7.8e-05,0.0,,,,,61.0,16.0,-28.0,0.0,5.4,1.4,-2.5,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.642,0.029,-0.025,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507,760.324,19.51,-18.573,13.12,0.092,-0.092,11.629,0.026,-0.026,12.9556,0.00063,-0.00063,2019-09-05,2019-09,2019-09-05
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,12.866539,,,0.0,,,,,22.3,,,0.0,1.98947275,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,6066.0,,,0.0,1.18,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m31.33s,99.3805518,+26d47m11.22s,26.7864507,760.324,19.51,-18.573,13.12,0.092,-0.092,11.629,0.026,-0.026,12.9556,0.00063,-0.00063,2015-12-05,2016-01,2015-12-05
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.8461222,,,0.0,,,,,19.5,,,0.0,1.73967348,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,7536.0,,,0.0,1.82,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m11.40s,98.047519,+27d13m11.09s,27.2197459,1120.21,37.73,-35.39,13.601,0.103,-0.103,12.223,0.02,-0.02,13.4593,0.000378,-0.000378,2015-12-05,2016-01,2015-12-05
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,1.84617,0.0002,-0.0002,0.0,,,,,2.14,0.83,-0.83,0.0,0.191,0.074,-0.074,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3252.0,96.0,-96.0,0.0,0.21,0.08,-0.08,0.0,,,,,,,,,,5.08,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h32m11.40s,98.047519,+27d13m11.09s,27.2197459,1120.21,37.73,-35.39,13.601,0.103,-0.103,12.223,0.02,-0.02,13.4593,0.000378,-0.000378,2016-07-18,2016-09,2016-07-18
FALSE POSITIVE,Rizzuto et al. 2017,1.0,0.0,Transit,2017.0,K2,Published Candidate,0.0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,0.6308,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m18.90s,243.3287332,-27d44m02.61s,-27.734057,,,,15.469,0.057,-0.057,9.623,0.023,-0.023,,,,2017-12-14,2017-12,2017-12-14
FALSE POSITIVE,Rizzuto et al. 2017,1.0,0.0,Transit,2017.0,K2,Published Candidate,0.0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,1.4408,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4154.0,122.0,-122.0,0.0,1.58859,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h25m57.90s,246.4912542,-26d00m37.68s,-26.0104676,157.614,1.115,-1.099,12.892,0.092,-0.092,8.535,0.021,-0.021,12.0723,0.001327,-0.001327,2017-12-14,2017-12,2017-12-14
FALSE POSITIVE,Crossfield et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,0.841202,2.6e-05,-2.6e-05,0.0,,,,,82.0,25.0,-25.0,0.0,7.3,2.2,-2.2,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6237.0,290.0,-290.0,0.0,2.31,0.7,-0.7,0.0,,,,,,,,,,3.85,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m41.29s,244.1720262,-25d58m50.04s,-25.9805673,523.657,10.757,-10.339,12.949,0.103,-0.103,9.828,0.021,-0.021,12.2881,0.005662,-0.005662,2016-07-18,2016-09,2016-07-18
